gameid,date,home_team,away_team,goal,primary_assist,secondary_assist,game_situation,game_situation_general,gf_team,gf_team_game_number,ga_team,ga_team_game_number,GF_names,GA_names,GF_skaters,GA_skaters,GF1_name,GF2_name,GF3_name,GF4_name,GF5_name,GF6_name,GA1_name,GA2_name,GA3_name,GA4_name,GA5_name,GA6_name
442105,2020-01-16,Växjö Lakers HC,Skellefteå AIK,Emil Pettersson,Richard Gynge,Tim Erixon,5v5,EV,Växjö Lakers HC,33,Skellefteå AIK,33,Oliver BohmTim ErixonRichard GyngeEmil PetterssonViktor FasthGKLudvig Nilsson,Niclas BurströmAndreas WingerliPatrik NorénRobin AlvarezJesper FrödénGustaf LindvallGK,5,5,Oliver Bohm,Tim Erixon,Richard Gynge,Emil Pettersson,Viktor FasthGK,Ludvig Nilsson,Niclas Burström,Andreas Wingerli,Patrik Norén,Robin Alvarez,Jesper Frödén,Gustaf LindvallGK
441816,2019-09-17,Växjö Lakers HC,Djurgårdens IF,Michael Haga,Sebastian Strandberg,Marcus Högström,5v5,EV,Djurgårdens IF,2,Växjö Lakers HC,2,Marcus HögströmAnton MalmströmSebastian StrandbergMichael HagaAlexander HoltzNiklas SvedbergGK,Matthew BodieOliver BohmJakob Forsbacka-KarlssonRoman HorakMartin LundbergViktor FasthGK,5,5,Marcus Högström,Anton Malmström,Sebastian Strandberg,Michael Haga,Alexander Holtz,Niklas SvedbergGK,Matthew Bodie,Oliver Bohm,Jakob Forsbacka-Karlsson,Roman Horak,Martin Lundberg,Viktor FasthGK
441819,2019-09-19,Färjestad BK,Växjö Lakers HC,Linus Arnesson,Per Åslund,Gustav Rydahl,5v5,EV,Färjestad BK,3,Växjö Lakers HC,3,Daniel VikstenGustav RydahlPer ÅslundJonathon BlumLinus ArnessonMarkus SvenssonGK,Matthew BodieTim ErixonMarcus DavidssonJakob Forsbacka-KarlssonRoman HorakViktor FasthGK,5,5,Daniel Viksten,Gustav Rydahl,Per Åslund,Jonathon Blum,Linus Arnesson,Markus SvenssonGK,Matthew Bodie,Tim Erixon,Marcus Davidsson,Jakob Forsbacka-Karlsson,Roman Horak,Viktor FasthGK
441837,2019-09-26,Växjö Lakers HC,IK Oskarshamn,Tyler Kelleher,,,4v5,SH,IK Oskarshamn,5,Växjö Lakers HC,5,Gustaf FranzénTyler KelleherHenrik NilssonFredrik Petterson-WentzelGKJohan AlmNA,Matthew BodieRichard GyngeEmil PetterssonJakob Forsbacka-KarlssonRoman HorakViktor FasthGK,4,5,Gustaf Franzén,Tyler Kelleher,Henrik Nilsson,Fredrik Petterson-WentzelGK,Johan Alm,NA,Matthew Bodie,Richard Gynge,Emil Pettersson,Jakob Forsbacka-Karlsson,Roman Horak,Viktor FasthGK
441872,2019-10-12,Växjö Lakers HC,Rögle BK,Dennis Everberg,Daniel Zaar,,5v5,EV,Rögle BK,10,Växjö Lakers HC,10,Kodie CurranDennis EverbergAnton BengtssonNiklas HanssonRoman WillGKDaniel Zaar,Linus HögbergRichard GyngeIlari MelartEmil PetterssonBrendan ShinniminViktor FasthGK,5,5,Kodie Curran,Dennis Everberg,Anton Bengtsson,Niklas Hansson,Roman WillGK,Daniel Zaar,Linus Högberg,Richard Gynge,Ilari Melart,Emil Pettersson,Brendan Shinnimin,Viktor FasthGK
441977,2019-12-17,Växjö Lakers HC,Frölunda HC,Ryan Lasch,Johan Sundström,Patrik Carlsson,5v5,EV,Frölunda HC,25,Växjö Lakers HC,25,Johan SundströmJohan MattssonGKDavid PrintzJulius BergmanPatrik CarlssonRyan Lasch,Oliver BohmMarcus DavidssonRoman HorakBrendan ShinniminLinus NässénViktor FasthGK,5,5,Johan Sundström,Johan MattssonGK,David Printz,Julius Bergman,Patrik Carlsson,Ryan Lasch,Oliver Bohm,Marcus Davidsson,Roman Horak,Brendan Shinnimin,Linus Nässén,Viktor FasthGK
442089,2020-01-09,Örebro HK,Växjö Lakers HC,Kristian Näkyvä,Lukas Pilö,Max Lindholm,5v5,EV,Örebro HK,31,Växjö Lakers HC,31,Max LindholmLukas PilöDaniel Muzito-BagendaLinus ÖbergDominik FurchGKKristian Näkyvä,Oliver BohmLinus HögbergRichard GyngeEmil PetterssonCasey BaileyViktor FasthGK,5,5,Max Lindholm,Lukas Pilö,Daniel Muzito-Bagenda,Linus Öberg,Dominik FurchGK,Kristian Näkyvä,Oliver Bohm,Linus Högberg,Richard Gynge,Emil Pettersson,Casey Bailey,Viktor FasthGK
442105,2020-01-16,Växjö Lakers HC,Skellefteå AIK,Adam Pettersson,Albin Sundsvik,Rickard Hugg,5v5,EV,Skellefteå AIK,33,Växjö Lakers HC,33,Adam PetterssonAlbin SundsvikGustaf LindvallGKArvid LundbergJonathan PudasRickard Hugg,Oliver BohmCasey BaileyRoman HorakBrendan ShinniminLinus NässénViktor FasthGK,5,5,Adam Pettersson,Albin Sundsvik,Gustaf LindvallGK,Arvid Lundberg,Jonathan Pudas,Rickard Hugg,Oliver Bohm,Casey Bailey,Roman Horak,Brendan Shinnimin,Linus Nässén,Viktor FasthGK
441949,2019-11-28,Växjö Lakers HC,HV 71,Nils Andersson,Linus Fröberg,Eric Martinsson,5v5,EV,HV 71,21,Växjö Lakers HC,21,Nils AnderssonMartin ThörnbergSimon ÖnerudJonas GunnarssonGKEric MartinssonLinus Fröberg,Oliver BohmLinus HögbergEmil PetterssonFilip CederqvistBrendan ShinniminErik KällgrenGK,5,5,Nils Andersson,Martin Thörnberg,Simon Önerud,Jonas GunnarssonGK,Eric Martinsson,Linus Fröberg,Oliver Bohm,Linus Högberg,Emil Pettersson,Filip Cederqvist,Brendan Shinnimin,Erik KällgrenGK
441825,2019-09-21,HV 71,Leksands IF,Martin Thörnberg,Markus Lauridsen,Axel Holmström,5v5,EV,HV 71,4,Leksands IF,4,Markus LauridsenMartin ThörnbergOscar SundhEmil JohanssonAxel HolmströmHugo AlnefeltGK,Calle SjälinFilip JohanssonDaniel Olsson-TrkuljaThomas Valkvae-OlsenLinus PerssonAxel BrageGK,5,5,Markus Lauridsen,Martin Thörnberg,Oscar Sundh,Emil Johansson,Axel Holmström,Hugo AlnefeltGK,Calle Själin,Filip Johansson,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Linus Persson,Axel BrageGK
441850,2019-10-03,Leksands IF,Frölunda HC,Karl Stollery,Lucas Raymond,Joel Lundqvist,5v5,EV,Frölunda HC,7,Leksands IF,7,Karl StolleryLucas RaymondJoel LundqvistJohan MattssonGKTheodor LennströmPatrik Carlsson,Calle SjälinFilip JohanssonMattias RitolaAndré HultLinus PerssonAxel BrageGK,5,5,Karl Stollery,Lucas Raymond,Joel Lundqvist,Johan MattssonGK,Theodor Lennström,Patrik Carlsson,Calle Själin,Filip Johansson,Mattias Ritola,André Hult,Linus Persson,Axel BrageGK
441850,2019-10-03,Leksands IF,Frölunda HC,Johan Sundström,Patrik Carlsson,Julius Bergman,5v5,EV,Frölunda HC,7,Leksands IF,7,Lucas RaymondJohan SundströmJohan MattssonGKDavid PrintzJulius BergmanPatrik Carlsson,August BergLucas NordsäterDaniel Olsson-TrkuljaThomas Valkvae-OlsenMarek HrivikAxel BrageGK,5,5,Lucas Raymond,Johan Sundström,Johan MattssonGK,David Printz,Julius Bergman,Patrik Carlsson,August Berg,Lucas Nordsäter,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Marek Hrivik,Axel BrageGK
441850,2019-10-03,Leksands IF,Frölunda HC,Theodor Lennström,Joel Mustonen,Jacob Peterson,5v5,EV,Frölunda HC,7,Leksands IF,7,Karl StolleryJoel LundqvistJohan MattssonGKTheodor LennströmJoel MustonenJacob Peterson,Calle SjälinFilip JohanssonDaniel Olsson-TrkuljaThomas Valkvae-OlsenMarek HrivikAxel BrageGK,5,5,Karl Stollery,Joel Lundqvist,Johan MattssonGK,Theodor Lennström,Joel Mustonen,Jacob Peterson,Calle Själin,Filip Johansson,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Marek Hrivik,Axel BrageGK
441871,2019-10-12,Leksands IF,Linköping HC,Adam Ginning,Olle Lycksell,Henrik Törnqvist,5v5,EV,Linköping HC,10,Leksands IF,10,Henrik TörnqvistHampus LarssonOlle LycksellFilip KarlssonAdam GinningJonas GustavssonGK,Calle SjälinFilip JohanssonAndré HultThomas Valkvae-OlsenDavid RundqvistAxel BrageGK,5,5,Henrik Törnqvist,Hampus Larsson,Olle Lycksell,Filip Karlsson,Adam Ginning,Jonas GustavssonGK,Calle Själin,Filip Johansson,André Hult,Thomas Valkvae-Olsen,David Rundqvist,Axel BrageGK
441871,2019-10-12,Leksands IF,Linköping HC,Max Lindroth,Olle Lycksell,Henrik Törnqvist,5v5,EV,Linköping HC,10,Leksands IF,10,Jonas HolösHenrik TörnqvistOlle LycksellFilip KarlssonJonas GustavssonGKMax Lindroth,August BergCalle SjälinDaniel Olsson-TrkuljaMattias RitolaPatrik ZackrissonAxel BrageGK,5,5,Jonas Holös,Henrik Törnqvist,Olle Lycksell,Filip Karlsson,Jonas GustavssonGK,Max Lindroth,August Berg,Calle Själin,Daniel Olsson-Trkulja,Mattias Ritola,Patrik Zackrisson,Axel BrageGK
441871,2019-10-12,Leksands IF,Linköping HC,Olle Lycksell,Filip Karlsson,,5v5,EV,Linköping HC,10,Leksands IF,10,Henrik TörnqvistOlle LycksellFilip KarlssonJonas GustavssonGKEddie LarssonAnton Mylläri,Calle SjälinFilip JohanssonAndré HultThomas Valkvae-OlsenDavid RundqvistAxel BrageGK,5,5,Henrik Törnqvist,Olle Lycksell,Filip Karlsson,Jonas GustavssonGK,Eddie Larsson,Anton Mylläri,Calle Själin,Filip Johansson,André Hult,Thomas Valkvae-Olsen,David Rundqvist,Axel BrageGK
441858,2019-10-31,Växjö Lakers HC,Leksands IF,Marcus Davidsson,Pontus Holmberg,Oliver Bohm,5v5,EV,Växjö Lakers HC,15,Leksands IF,15,Oliver BohmMarcus DavidssonMartin LundbergPontus HolmbergViktor AndrénGKDaniel Rahimi,Daniel GunnarssonMattias RitolaThomas Valkvae-OlsenLinus PerssonMattias GöranssonAxel BrageGK,5,5,Oliver Bohm,Marcus Davidsson,Martin Lundberg,Pontus Holmberg,Viktor AndrénGK,Daniel Rahimi,Daniel Gunnarsson,Mattias Ritola,Thomas Valkvae-Olsen,Linus Persson,Mattias Göransson,Axel BrageGK
441927,2019-11-16,Leksands IF,HV 71,Johannes Kinnvall,Alexander Bergström,Anthony Camara,5v5,EV,HV 71,18,Leksands IF,18,Axel HolmströmAlexander BergströmJohannes KinnvallJesper WilliamssonAnthony CamaraJonas GunnarssonGK,Mattias KarlssonMattias RitolaThomas Valkvae-OlsenPatrik ZackrissonMattias GöranssonAxel BrageGK,5,5,Axel Holmström,Alexander Bergström,Johannes Kinnvall,Jesper Williamsson,Anthony Camara,Jonas GunnarssonGK,Mattias Karlsson,Mattias Ritola,Thomas Valkvae-Olsen,Patrik Zackrisson,Mattias Göransson,Axel BrageGK
441976,2019-12-17,Örebro HK,Leksands IF,Jordan Boucher,,,5v5,EV,Örebro HK,25,Leksands IF,25,Rasmus RissanenChristopher MastomäkiGlenn GustafssonDominik FurchGKJordan BoucherKristian Näkyvä,Daniel GunnarssonMattias KarlssonThomas Valkvae-OlsenMarek HrivikDavid RundqvistAxel BrageGK,5,5,Rasmus Rissanen,Christopher Mastomäki,Glenn Gustafsson,Dominik FurchGK,Jordan Boucher,Kristian Näkyvä,Daniel Gunnarsson,Mattias Karlsson,Thomas Valkvae-Olsen,Marek Hrivik,David Rundqvist,Axel BrageGK
441990,2019-12-26,Skellefteå AIK,Örebro HK,Jonathan Pudas,Niclas Burström,Rickard Hugg,5v5,EV,Skellefteå AIK,27,Örebro HK,27,Niclas BurströmLinus LindströmPontus WiderströmGustaf LindvallGKJonathan PudasRickard Hugg,Gustav BackströmMax LindholmDaniel Muzito-BagendaAaron IrvingJonas ArntzenGKChristopher Mastomäki,5,5,Niclas Burström,Linus Lindström,Pontus Widerström,Gustaf LindvallGK,Jonathan Pudas,Rickard Hugg,Gustav Backström,Max Lindholm,Daniel Muzito-Bagenda,Aaron Irving,Jonas ArntzenGK,Christopher Mastomäki
441894,2019-10-26,Brynäs IF,Leksands IF,Emil Forslund,Anton Rödin,Josef Ingman,5v5,EV,Brynäs IF,13,Leksands IF,14,Niclas AndersénJosef IngmanAnton RödinEmil ForslundSamuel ErssonGKGreg Scott,Lucas NordsäterMattias RitolaThomas Valkvae-OlsenLinus PerssonAxel BrageGKPhilip Samuelsson,5,5,Niclas Andersén,Josef Ingman,Anton Rödin,Emil Forslund,Samuel ErssonGK,Greg Scott,Lucas Nordsäter,Mattias Ritola,Thomas Valkvae-Olsen,Linus Persson,Axel BrageGK,Philip Samuelsson
441942,2019-11-23,Leksands IF,Luleå HF,Isac Brännström,Arttu Ilomäki,Joonas Jalvanti,5v5,EV,Luleå HF,20,Leksands IF,20,Noel GunlerIsac BrännströmJoonas JalvantiJesper SellgrenDavid RautioGKArttu Ilomäki,Daniel GunnarssonMattias RitolaSebastian WännströmPatrik ZackrissonAxel BrageGKPhilip Samuelsson,5,5,Noel Gunler,Isac Brännström,Joonas Jalvanti,Jesper Sellgren,David RautioGK,Arttu Ilomäki,Daniel Gunnarsson,Mattias Ritola,Sebastian Wännström,Patrik Zackrisson,Axel BrageGK,Philip Samuelsson
441956,2019-11-30,Leksands IF,Rögle BK,Anton Bengtsson,Samuel Johannesson,Nils Höglander,5v5,EV,Rögle BK,23,Leksands IF,22,Samuel JohannessonTaylor MatsonNils HöglanderAnton BengtssonRoman WillGKEric Gelinas,Daniel GunnarssonDaniel Olsson-TrkuljaThomas Valkvae-OlsenMarek HrivikAxel BrageGKPhilip Samuelsson,5,5,Samuel Johannesson,Taylor Matson,Nils Höglander,Anton Bengtsson,Roman WillGK,Eric Gelinas,Daniel Gunnarsson,Daniel Olsson-Trkulja,Thomas Valkvae-Olsen,Marek Hrivik,Axel BrageGK,Philip Samuelsson
441976,2019-12-17,Örebro HK,Leksands IF,Aaron Irving,Max Lindholm,Joonas Rask,6v5,Goalie Pulled,Örebro HK,25,Leksands IF,25,Gustav BackströmMax LindholmDaniel Muzito-BagendaAaron IrvingMathias BroméJoonas Rask,Lucas NordsäterOskar LangSebastian WännströmLinus PerssonAxel BrageGKPhilip Samuelsson,6,5,Gustav Backström,Max Lindholm,Daniel Muzito-Bagenda,Aaron Irving,Mathias Bromé,Joonas Rask,Lucas Nordsäter,Oskar Lang,Sebastian Wännström,Linus Persson,Axel BrageGK,Philip Samuelsson
441988,2019-12-30,Luleå HF,Leksands IF,Karl Fabricius,Jonas Berglund,Niklas Olausson,5v5,EV,Luleå HF,29,Leksands IF,29,Jonas BerglundNiklas OlaussonJoonas JalvantiJoel LassinanttiGKDaniel SondellKarl Fabricius,Filip JohanssonDaniel Olsson-TrkuljaSebastian WännströmLinus PerssonJanne JuvonenGKPhilip Samuelsson,5,5,Jonas Berglund,Niklas Olausson,Joonas Jalvanti,Joel LassinanttiGK,Daniel Sondell,Karl Fabricius,Filip Johansson,Daniel Olsson-Trkulja,Sebastian Wännström,Linus Persson,Janne JuvonenGK,Philip Samuelsson
442097,2020-01-11,Rögle BK,Leksands IF,Dominik Bokk,Nils Höglander,,5v5,EV,Rögle BK,32,Leksands IF,32,Erlend LesundSimon RyforsNils HöglanderSamuel JonssonChristoffer RifalkGKDominik Bokk,Johan FranssonDaniel Olsson-TrkuljaSebastian WännströmMarek HrivikJanne JuvonenGKPhilip Samuelsson,5,5,Erlend Lesund,Simon Ryfors,Nils Höglander,Samuel Jonsson,Christoffer RifalkGK,Dominik Bokk,Johan Fransson,Daniel Olsson-Trkulja,Sebastian Wännström,Marek Hrivik,Janne JuvonenGK,Philip Samuelsson
441804,2019-09-14,Färjestad BK,Örebro HK,Ludvig Rensfeldt,Jonathan Andersson,,5v5,EV,Örebro HK,1,Färjestad BK,1,Stefan WargShane HarperJonathan AnderssonLudvig RensfeldtDominik FurchGKJordan Boucher,Daniel VikstenGustav RydahlJonathon BlumLinus ArnessonCarl JakobssonMarkus SvenssonGK,5,5,Stefan Warg,Shane Harper,Jonathan Andersson,Ludvig Rensfeldt,Dominik FurchGK,Jordan Boucher,Daniel Viksten,Gustav Rydahl,Jonathon Blum,Linus Arnesson,Carl Jakobsson,Markus SvenssonGK
441832,2019-09-26,Färjestad BK,IF Malmö Redhawks,Max Görtz,Emil Sylvegård,,5v5,EV,IF Malmö Redhawks,4,Färjestad BK,5,Axel WemmenbornMax GörtzLars VoldenGKTobias EkbergEmil SylvegårdAdam Ollas Mattsson,Daniel VikstenVictor EjdsellGustav RydahlJonathon BlumLinus ArnessonMarkus SvenssonGK,5,5,Axel Wemmenborn,Max Görtz,Lars VoldenGK,Tobias Ekberg,Emil Sylvegård,Adam Ollas Mattsson,Daniel Viksten,Victor Ejdsell,Gustav Rydahl,Jonathon Blum,Linus Arnesson,Markus SvenssonGK
441905,2019-10-31,Örebro HK,Färjestad BK,Rasmus Rissanen,Shane Harper,Jordan Boucher,5v5,EV,Örebro HK,15,Färjestad BK,15,Rasmus RissanenShane HarperLudvig RensfeldtDominik FurchGKJordan BoucherKristian Näkyvä,Gustav RydahlLinus ArnessonCarl JakobssonAlbert JohanssonMichael LindqvistMarkus SvenssonGK,5,5,Rasmus Rissanen,Shane Harper,Ludvig Rensfeldt,Dominik FurchGK,Jordan Boucher,Kristian Näkyvä,Gustav Rydahl,Linus Arnesson,Carl Jakobsson,Albert Johansson,Michael Lindqvist,Markus SvenssonGK
441928,2019-11-16,Växjö Lakers HC,Färjestad BK,Erik Josefsson,,,5v5,EV,Växjö Lakers HC,18,Färjestad BK,18,Marcus DavidssonIlari MelartPontus HolmbergViktor AndrénGKMiika KoivistoErik Josefsson,Daniel VikstenJonathon BlumOskar BäckCarl JakobssonAlbert JohanssonMarkus SvenssonGK,5,5,Marcus Davidsson,Ilari Melart,Pontus Holmberg,Viktor AndrénGK,Miika Koivisto,Erik Josefsson,Daniel Viksten,Jonathon Blum,Oskar Bäck,Carl Jakobsson,Albert Johansson,Markus SvenssonGK
441844,2019-09-28,Rögle BK,Leksands IF,Sebastian Wännström,,,5v5,EV,Leksands IF,6,Rögle BK,6,August BergLucas NordsäterOskar LangSebastian WännströmPatrik ZackrissonJanne JuvonenGK,Erlend LesundHampus GustafssonSamuel JonssonKevin WennströmAdam EdströmRoman WillGK,5,5,August Berg,Lucas Nordsäter,Oskar Lang,Sebastian Wännström,Patrik Zackrisson,Janne JuvonenGK,Erlend Lesund,Hampus Gustafsson,Samuel Jonsson,Kevin Wennström,Adam Edström,Roman WillGK
441848,2019-10-03,Rögle BK,Luleå HF,Juhani Tyrväinen,Oscar Engsund,Robin Kovacs,5v5,EV,Luleå HF,7,Rögle BK,7,Juhani TyrväinenOscar EngsundJoel LassinanttiGKPontus SjälinArttu IlomäkiRobin Kovacs,Kodie CurranMattias SjögrenTaylor MatsonNiklas HanssonAdam EdströmRoman WillGK,5,5,Juhani Tyrväinen,Oscar Engsund,Joel LassinanttiGK,Pontus Själin,Arttu Ilomäki,Robin Kovacs,Kodie Curran,Mattias Sjögren,Taylor Matson,Niklas Hansson,Adam Edström,Roman WillGK
441918,2019-11-14,HV 71,Rögle BK,Christian Sandberg,Linus Sandin,Filip Sandberg,5v5,EV,HV 71,17,Rögle BK,18,Filip SandbergLinus SandinChristian SandbergJohannes KinnvallJonas GunnarssonGKEric Martinsson,Erlend LesundNick SörensenMattias SjögrenNils HöglanderSamuel JonssonRoman WillGK,5,5,Filip Sandberg,Linus Sandin,Christian Sandberg,Johannes Kinnvall,Jonas GunnarssonGK,Eric Martinsson,Erlend Lesund,Nick Sörensen,Mattias Sjögren,Nils Höglander,Samuel Jonsson,Roman WillGK
441948,2019-11-28,Rögle BK,IF Malmö Redhawks,Fredrik Händemark,Lars Bryggman,Helge Grans,5v5,EV,IF Malmö Redhawks,21,Rögle BK,22,Helge GransFrederik StormLars BryggmanJesper Jensen AaboFredrik HändemarkOscar AlsenfeltGK,Erlend LesundTaylor MatsonNils HöglanderSamuel JonssonAnton BengtssonRoman WillGK,5,5,Helge Grans,Frederik Storm,Lars Bryggman,Jesper Jensen Aabo,Fredrik Händemark,Oscar AlsenfeltGK,Erlend Lesund,Taylor Matson,Nils Höglander,Samuel Jonsson,Anton Bengtsson,Roman WillGK
441956,2019-11-30,Leksands IF,Rögle BK,Jonas Ahnelöv,Mattias Ritola,Mattias Göransson,5v5,EV,Leksands IF,22,Rögle BK,23,Oskar LangMattias RitolaPatrik ZackrissonMattias GöranssonAxel BrageGKJonas Ahnelöv,Samuel JohannessonTaylor MatsonNils HöglanderSamuel JonssonAnton BengtssonRoman WillGK,5,5,Oskar Lang,Mattias Ritola,Patrik Zackrisson,Mattias Göransson,Axel BrageGK,Jonas Ahnelöv,Samuel Johannesson,Taylor Matson,Nils Höglander,Samuel Jonsson,Anton Bengtsson,Roman WillGK
442085,2020-01-09,Brynäs IF,Rögle BK,Jonathan Sigalet,Greg Scott,Nicklas Danielsson,5v5,EV,Brynäs IF,31,Rögle BK,31,Lukas KilströmAnton RödinSamuel ErssonGKGreg ScottJonathan SigaletNicklas Danielsson,Daniel BertovSamuel JohannessonTaylor MatsonDennis EverbergAnton BengtssonRoman WillGK,5,5,Lukas Kilström,Anton Rödin,Samuel ErssonGK,Greg Scott,Jonathan Sigalet,Nicklas Danielsson,Daniel Bertov,Samuel Johannesson,Taylor Matson,Dennis Everberg,Anton Bengtsson,Roman WillGK
442085,2020-01-09,Brynäs IF,Rögle BK,Anton Rödin,,,5v5,EV,Brynäs IF,31,Rögle BK,31,Lukas KilströmAnton RödinEmil ForslundSamuel ErssonGKEric NorinTomi Sallinen,Daniel BertovSamuel JohannessonTaylor MatsonDennis EverbergAnton BengtssonRoman WillGK,5,5,Lukas Kilström,Anton Rödin,Emil Forslund,Samuel ErssonGK,Eric Norin,Tomi Sallinen,Daniel Bertov,Samuel Johannesson,Taylor Matson,Dennis Everberg,Anton Bengtsson,Roman WillGK
441826,2019-09-21,Linköping HC,Rögle BK,Taylor Matson,Niklas Hansson,Kodie Curran,5v5,EV,Rögle BK,4,Linköping HC,4,Kodie CurranSimon RyforsTaylor MatsonNiklas HanssonErik AnderssonChristoffer RifalkGK,William Worge KreüJonas HolösHenrik TörnqvistJacob JohanssonGKOlle LycksellFilip Karlsson,5,5,Kodie Curran,Simon Ryfors,Taylor Matson,Niklas Hansson,Erik Andersson,Christoffer RifalkGK,William Worge Kreü,Jonas Holös,Henrik Törnqvist,Jacob JohanssonGK,Olle Lycksell,Filip Karlsson
442002,2019-12-26,Luleå HF,Frölunda HC,Simon Hjalmarsson,Joel Lundqvist,,5v5,EV,Frölunda HC,27,Luleå HF,27,Anders GrönlundJoel LundqvistJohan MattssonGKTheodor LennströmRhett RakhshaniSimon Hjalmarsson,Jonas BerglundNiklas OlaussonErik GustafssonDavid RautioGKOscar EngsundEmil Larsson,5,5,Anders Grönlund,Joel Lundqvist,Johan MattssonGK,Theodor Lennström,Rhett Rakhshani,Simon Hjalmarsson,Jonas Berglund,Niklas Olausson,Erik Gustafsson,David RautioGK,Oscar Engsund,Emil Larsson
441936,2019-11-23,Djurgårdens IF,Växjö Lakers HC,Jakob Forsbacka-Karlsson,,,5v5,EV,Växjö Lakers HC,20,Djurgårdens IF,21,Oliver BohmLinus HögbergEmil PetterssonJakob Forsbacka-KarlssonErik KällgrenGKLudvig Nilsson,Jason GarrisonNiclas BergforsPatrik BerglundDick AxelssonKarri RämöGKJesper Pettersson,5,5,Oliver Bohm,Linus Högberg,Emil Pettersson,Jakob Forsbacka-Karlsson,Erik KällgrenGK,Ludvig Nilsson,Jason Garrison,Niclas Bergfors,Patrik Berglund,Dick Axelsson,Karri RämöGK,Jesper Pettersson
441821,2019-09-19,Luleå HF,HV 71,Fredrik Styrman,Noel Gunler,Jonas Berglund,5v5,EV,Luleå HF,3,HV 71,3,Fredrik StyrmanNoel GunlerJonas BerglundCarl MattssonJoel LassinanttiGKPontus Själin,Nils AnderssonDidrik StrömbergMartin ThörnbergOscar SundhAxel HolmströmJonas GunnarssonGK,5,5,Fredrik Styrman,Noel Gunler,Jonas Berglund,Carl Mattsson,Joel LassinanttiGK,Pontus Själin,Nils Andersson,Didrik Strömberg,Martin Thörnberg,Oscar Sundh,Axel Holmström,Jonas GunnarssonGK
441840,2019-09-28,HV 71,Skellefteå AIK,Linus Lindström,Oscar Möller,Jesper Frödén,5v5,EV,Skellefteå AIK,6,HV 71,6,Petter GranbergLinus LindströmJacob AnderssonJesper FrödénGustaf LindvallGKOscar Möller,Nils AnderssonDidrik StrömbergMartin ThörnbergOscar SundhAxel HolmströmJonas GunnarssonGK,5,5,Petter Granberg,Linus Lindström,Jacob Andersson,Jesper Frödén,Gustaf LindvallGK,Oscar Möller,Nils Andersson,Didrik Strömberg,Martin Thörnberg,Oscar Sundh,Axel Holmström,Jonas GunnarssonGK
441901,2019-10-31,Linköping HC,HV 71,Eddie Larsson,Olle Lycksell,,5v5,EV,Linköping HC,15,HV 71,15,Henrik TörnqvistOlle LycksellAdam HelewkaJonas GustavssonGKEddie LarssonAnton Mylläri,Markus LauridsenNils AnderssonSimon ÖnerudOscar SundhChristian SandbergJonas GunnarssonGK,5,5,Henrik Törnqvist,Olle Lycksell,Adam Helewka,Jonas GustavssonGK,Eddie Larsson,Anton Mylläri,Markus Lauridsen,Nils Andersson,Simon Önerud,Oscar Sundh,Christian Sandberg,Jonas GunnarssonGK
441958,2019-12-05,HV 71,Luleå HF,Jack Connolly,Petter Emanuelsson,Oscar Engsund,5v5,EV,Luleå HF,23,HV 71,23,Petter EmanuelssonJack ConnollyDavid RautioGKOscar EngsundPontus SjälinAustin Farley,Nils AnderssonFilip SandbergEmil AndraeAlexander BergströmAnthony CamaraJonas GunnarssonGK,5,5,Petter Emanuelsson,Jack Connolly,David RautioGK,Oscar Engsund,Pontus Själin,Austin Farley,Nils Andersson,Filip Sandberg,Emil Andrae,Alexander Bergström,Anthony Camara,Jonas GunnarssonGK
441958,2019-12-05,HV 71,Luleå HF,Juhani Tyrväinen,Karl Fabricius,Jonas Berglund,4v5,SH,Luleå HF,23,HV 71,23,Jonas BerglundJoonas JalvantiJuhani TyrväinenDavid RautioGKKarl FabriciusNA,Markus LauridsenAxel HolmströmAlexander BergströmJohannes KinnvallAnthony CamaraJonas GunnarssonGK,4,5,Jonas Berglund,Joonas Jalvanti,Juhani Tyrväinen,David RautioGK,Karl Fabricius,NA,Markus Lauridsen,Axel Holmström,Alexander Bergström,Johannes Kinnvall,Anthony Camara,Jonas GunnarssonGK
441966,2019-12-07,Frölunda HC,HV 71,Simon Hjalmarsson,Joel Mustonen,Jonatan Lundin-Andersson,5v5,EV,Frölunda HC,24,HV 71,24,Anders GrönlundJonatan Lundin-AnderssonBrandon GormleyJoel MustonenNiklas RubinGKSimon Hjalmarsson,Didrik StrömbergEmil JohanssonAxel HolmströmAlexander BergströmAnthony CamaraJonas GunnarssonGK,5,5,Anders Grönlund,Jonatan Lundin-Andersson,Brandon Gormley,Joel Mustonen,Niklas RubinGK,Simon Hjalmarsson,Didrik Strömberg,Emil Johansson,Axel Holmström,Alexander Bergström,Anthony Camara,Jonas GunnarssonGK
